-0.4498	1.41669e-05
-0.4494	4.5027e-05
-0.449	2.83031e-05
-0.4486	2.19938e-05
-0.4482	3.48521e-05
-0.4478	1.89977e-05
-0.4474	4.20961e-05
-0.447	1.55861e-05
-0.4466	1.49126e-05
-0.4462	5.99376e-08
-0.4458	5.46581e-06
-0.4454	0
-0.445	7.63691e-06
-0.4446	1.0126e-05
-0.4442	5.59326e-05
-0.4438	2.98473e-05
-0.4434	1.60257e-05
-0.443	9.9677e-06
-0.4426	6.79454e-06
-0.4422	1.51855e-06
-0.4418	0
-0.4414	8.865e-06
-0.441	3.36814e-06
-0.4406	1.54373e-06
-0.4402	1.62971e-05
-0.4398	1.37843e-05
-0.4394	3.3551e-05
-0.439	5.73045e-05
-0.4386	5.54293e-05
-0.4382	2.16769e-05
-0.4378	5.47431e-05
-0.4374	2.13575e-05
-0.437	3.58012e-05
-0.4366	6.67181e-06
-0.4362	2.26412e-05
-0.4358	1.57776e-05
-0.4354	0
-0.435	0
-0.4346	0
-0.4342	0
-0.4338	0
-0.4334	4.07686e-06
-0.433	4.66813e-06
-0.4326	7.76151e-06
-0.4322	5.08032e-06
-0.4318	4.69461e-06
-0.4314	3.3558e-06
-0.431	2.08091e-05
-0.4306	2.87139e-05
-0.4302	7.62356e-06
-0.4298	1.04139e-05
-0.4294	3.02711e-06
-0.429	2.67543e-05
-0.4286	5.63244e-05
-0.4282	1.70417e-05
-0.4278	1.71187e-05
-0.4274	2.64127e-05
-0.427	6.20953e-06
-0.4266	2.28859e-05
-0.4262	3.43737e-06
-0.4258	1.84293e-05
-0.4254	9.47602e-06
-0.425	3.4478e-05
-0.4246	2.97743e-05
-0.4242	6.85621e-05
-0.4238	1.57474e-05
-0.4234	7.23008e-06
-0.423	0
-0.4226	0
-0.4222	0
-0.4218	2.87425e-05
-0.4214	2.46003e-05
-0.421	0.0282814
-0.4206	0.47718
-0.4202	1.76386
-0.4198	3.10729
-0.4194	3.72845
-0.419	5.96903
-0.4186	8.48774
-0.4182	9.99499
-0.4178	13.9283
-0.4174	18.2384
-0.417	23.468
-0.4166	25.8047
-0.4162	29.6222
-0.4158	30.2985
-0.4154	37.2318
-0.415	40.8513
-0.4146	45.8858
-0.4142	48.2379
-0.4138	54.4489
-0.4134	55.81
-0.413	61.1359
-0.4126	63.5667
-0.4122	70.8949
-0.4118	74.4908
-0.4114	79.8586
-0.411	86.5721
-0.4106	95.0424
-0.4102	97.3093
-0.4098	99.0282
-0.4094	101.027
-0.409	106.952
-0.4086	107.159
-0.4082	110.21
-0.4078	113.082
-0.4074	114.088
-0.407	118.293
-0.4066	118.925
-0.4062	120.089
-0.4058	121.707
-0.4054	118.906
-0.405	118.766
-0.4046	119.477
-0.4042	119.919
-0.4038	117.844
-0.4034	121.424
-0.403	116.24
-0.4026	121.854
-0.4022	117.957
-0.4018	120.172
-0.4014	117.3
-0.401	116.056
-0.4006	115.264
-0.4002	115.963
-0.3998	113.269
-0.3994	115.839
-0.399	111.733
-0.3986	119.584
-0.3982	117.105
-0.3978	112.931
-0.3974	111.331
-0.397	117.507
-0.3966	111.717
-0.3962	109.461
-0.3958	112.589
-0.3954	112.744
-0.395	116.09
-0.3946	111.29
-0.3942	115.008
-0.3938	114.319
-0.3934	114.056
-0.393	110.397
-0.3926	109.464
-0.3922	112.408
-0.3918	111.188
-0.3914	112.692
-0.391	111.499
-0.3906	108.98
-0.3902	109.917
-0.3898	110.399
-0.3894	113.539
-0.389	115.994
-0.3886	108.375
-0.3882	110.601
-0.3878	108.592
-0.3874	113.101
-0.387	112.702
-0.3866	110.443
-0.3862	109.625
-0.3858	113.375
-0.3854	111.088
-0.385	109.183
-0.3846	110.105
-0.3842	109.127
-0.3838	106.401
-0.3834	107.965
-0.383	105.99
-0.3826	109.869
-0.3822	113.027
-0.3818	112.286
-0.3814	112.654
-0.381	111.396
-0.3806	106.505
-0.3802	106.677
-0.3798	106.847
-0.3794	109.348
-0.379	110.141
-0.3786	106.714
-0.3782	108.675
-0.3778	111.322
-0.3774	110.958
-0.377	109.785
-0.3766	111.625
-0.3762	110.163
-0.3758	112.366
-0.3754	108.104
-0.375	110.304
-0.3746	107.206
-0.3742	109.472
-0.3738	111.347
-0.3734	112.401
-0.373	111.06
-0.3726	110.588
-0.3722	111.952
-0.3718	112.463
-0.3714	107.73
-0.371	110.364
-0.3706	110.095
-0.3702	108.19
-0.3698	112.918
-0.3694	109.984
-0.369	112.566
-0.3686	109.218
-0.3682	114.068
-0.3678	111.503
-0.3674	109.16
-0.367	112.182
-0.3666	113.193
-0.3662	111.742
-0.3658	116.544
-0.3654	117.545
-0.365	113.319
-0.3646	115.251
-0.3642	110.267
-0.3638	109.87
-0.3634	113.24
-0.363	116.678
-0.3626	112.411
-0.3622	116.889
-0.3618	113.086
-0.3614	117.251
-0.361	116.498
-0.3606	116.199
-0.3602	115.43
-0.3598	114.137
-0.3594	113.065
-0.359	112.785
-0.3586	113.708
-0.3582	116.86
-0.3578	117.117
-0.3574	112.417
-0.357	119.326
-0.3566	119.743
-0.3562	119.271
-0.3558	119.997
-0.3554	121.783
-0.355	118.431
-0.3546	118.064
-0.3542	117.527
-0.3538	117.847
-0.3534	122.458
-0.353	118.854
-0.3526	122.774
-0.3522	123.569
-0.3518	120.543
-0.3514	119.887
-0.351	121.679
-0.3506	121.932
-0.3502	123.026
-0.3498	126.086
-0.3494	126.121
-0.349	125.852
-0.3486	123.225
-0.3482	125.951
-0.3478	126.872
-0.3474	127.074
-0.347	124.586
-0.3466	124.718
-0.3462	126.117
-0.3458	126.456
-0.3454	126.309
-0.345	132.429
-0.3446	127.625
-0.3442	132.341
-0.3438	130.981
-0.3434	129.21
-0.343	128.557
-0.3426	135.984
-0.3422	133
-0.3418	127.333
-0.3414	131.653
-0.341	134.541
-0.3406	134.71
-0.3402	139.618
-0.3398	135.585
-0.3394	142.431
-0.339	131.11
-0.3386	136.16
-0.3382	138.679
-0.3378	141.752
-0.3374	140.432
-0.337	141.349
-0.3366	139.83
-0.3362	139.906
-0.3358	136.746
-0.3354	137.668
-0.335	146.251
-0.3346	143.353
-0.3342	143.754
-0.3338	148.132
-0.3334	146.451
-0.333	149.108
-0.3326	150.877
-0.3322	151.008
-0.3318	150.928
-0.3314	149.445
-0.331	146.631
-0.3306	145.987
-0.3302	149.574
-0.3298	148.77
-0.3294	151.685
-0.329	151.014
-0.3286	154.368
-0.3282	156.659
-0.3278	154.773
-0.3274	165.478
-0.327	162.829
-0.3266	161.949
-0.3262	158.904
-0.3258	160.002
-0.3254	163.521
-0.325	160.874
-0.3246	164.138
-0.3242	163.285
-0.3238	167.256
-0.3234	170.099
-0.323	164.228
-0.3226	169.767
-0.3222	168.235
-0.3218	172.679
-0.3214	174.051
-0.321	178.419
-0.3206	175.575
-0.3202	177.263
-0.3198	171.415
-0.3194	178.784
-0.319	172.125
-0.3186	177.335
-0.3182	179.87
-0.3178	180.523
-0.3174	187.825
-0.317	180.632
-0.3166	187.078
-0.3162	194.728
-0.3158	190.622
-0.3154	197.748
-0.315	191.53
-0.3146	193.049
-0.3142	195.158
-0.3138	189.606
-0.3134	193.458
-0.313	190.621
-0.3126	194.708
-0.3122	199.022
-0.3118	198.9
-0.3114	203.88
-0.311	210.953
-0.3106	216.055
-0.3102	206.457
-0.3098	204.07
-0.3094	207.176
-0.309	211.389
-0.3086	206.772
-0.3082	213.241
-0.3078	217.005
-0.3074	221.579
-0.307	221.664
-0.3066	219.728
-0.3062	222.725
-0.3058	228.846
-0.3054	214.739
-0.305	235.334
-0.3046	224.998
-0.3042	232.896
-0.3038	238.454
-0.3034	232.946
-0.303	231.526
-0.3026	237.373
-0.3022	238.927
-0.3018	242.106
-0.3014	242.68
-0.301	246.257
-0.3006	253.783
-0.3002	255.972
-0.2998	250.351
-0.2994	264.478
-0.299	253.522
-0.2986	264.361
-0.2982	260.824
-0.2978	253.255
-0.2974	262.807
-0.297	264.048
-0.2966	255.626
-0.2962	274.982
-0.2958	271.232
-0.2954	276.58
-0.295	283.134
-0.2946	277.818
-0.2942	282.439
-0.2938	286.771
-0.2934	280.466
-0.293	289.343
-0.2926	286.923
-0.2922	297.174
-0.2918	302.527
-0.2914	302.054
-0.291	312.167
-0.2906	295.549
-0.2902	294.181
-0.2898	302.067
-0.2894	313.068
-0.289	312.051
-0.2886	310.753
-0.2882	322.955
-0.2878	320.998
-0.2874	325.058
-0.287	336.498
-0.2866	319.725
-0.2862	319.774
-0.2858	326.837
-0.2854	334.617
